,season,episode,Rating,Name,Date,Text,Useful
2,6,12,9,Edvis-1997,13 November 2021,"This episode and what Michael did in here was so cringe and awkward that I had to skip couple times before he revealed the truth. Omg, I was laughing so hard.",1/4
3,6,12,8,vivianla,7 January 2021,Dwight has a diabolical plan to take Jim down. He agrees Andy thought of the idea and Jim does not suspect anything. They start the employee of the month idea and Dwight collects twenty dollars from everyone. The person with the highest performance however was Jim and this causes an uproar. The next highest is Pam Halpert. David calls Jim and is angry but then calms down and asks if they are still going for dinner.Michael promised tuition ten years ago to fifteen black kids. In the car ride back Michael talks more intelligently and says Kevin was first applying for a warehouse job. Michael had a good feeling about him. He tells Erin he has a good feeling about her too.,1/3
4,6,12,8,minutolo,21 January 2021,"I've seen many fans say that this is the most uncomfortable episode and while I totally agree, it should be known that the over-the-top awkwardness adds to comedy and overall performance. The 'employee of the month' subplot is okay.",17/19
5,6,12,1,jaigurudavid,14 March 2020,"I've never understood the logic of this episode. Somehow, Michael Scott has done a great thing by giving away money. Somehow, that motivated kids to stay in school, instead of dropping out and getting into drugs. That makes no sense. You can't help people just by giving them something. You have to give them something to work towards. A goal. Not just a hand out.",6/220
6,6,12,9,noahgiovanniprz,9 July 2021,"It is hard to watch, but is finally very good. The b-plot is also mildly interesting. Not as bad as they say, but surely hurts to see the pain Michael's eyes.",2/4
7,6,12,9,tylernjazz,30 July 2020,"Despite it may being hard to watch, this episode is well written, has character development, and is funny. Don't take out your anger with Michael on the rating. No one rates Breaking Bad a 1 because Walter White is a bad person.",91/95
8,6,12,NA,sabian-36199,15 January 2020,"1-10?? Skip the Episode?? Wow.
The internet hoards a crapload of dummies.
Michael Scott's long lost, 3rd cousin-twice removed would call you slow.
Look up cringeworthy. This one, is among mostly the ENTIRE series ranks there.
Someone needs to take you off of
..anything.",14/47
9,6,12,1,bigeddogg47,21 July 2020,You can skip this episode completely and it will have no impact to the rest of the series it's a complete waste of time.,8/100
10,6,12,1,Scott-12,13 September 2019,"This is one of two episodes that show Michael as an absolutely despicable human. The other is Prince Paper. And it's unnecessary. He is always cringey. Frequently a jerk. But when it gets down to it, that is always because he thinks he is being funny. But these two episodes are different. They show him taking irreversible actions that hurt real people. In Prince Paper, you can watch the opening scene with a Jim/Dwight prank, then skip the rest. In Scott's Tots, there is nothing worth watching. Even the bits back at the office with the rest of the characters is boring and unfunny. Just skip the whole episode.",24/216
11,6,12,10,aliilhangs,16 February 2021,This episode defines the standard for 'cringe' episodes. It is hilarious my god hats off to those who watched on a single attempt,40/42
12,6,12,4,dferg-00133,20 April 2021,I love the show but in this episode I absolutely hate how those black kids and teachers were portrayed. The only reason they thought that they had a chance to go to college was Michael Scott??? They were dancing and cheering for him like he was their only hope. Then the last kid comes out begging for a handout. As a black man I hated that whole premise.,6/31
13,6,12,10,deavoninja-56341,15 June 2021,"I'm not sure any other singular episode does a better job of showing Michael's true character. He is a well-meaning, optimistic person, but to such an extent that he ends up going way too far, often unintentionally but predictably hurting people in the process. The cringe factor is off the charts for a sitcom, it's one of those episodes that will have you squirming, covering your eyes, or even skipping it entirely.",7/8
14,6,12,10,connorjamin,16 April 2021,"Although this episode is hard to watch for other people, i just thought it was funny. I was basically like stanely at the begging of the episode throughout the entire thing. If you can deal with awkwardness i highly recommend it!",7/9
15,6,12,10,alangreenleaf,9 July 2021,"Hey Mr. Scott, what you gonna do? What you gonna do? Make our dreams come true!",6/8
16,6,12,NA,loyd-arthur,22 June 2019,"... That I will never watch!I would pay double for Netflix if I could remove this 'sode n the queue.The only time I see it is while I am sleeping.If you enjoy feeling uncomfortable, this episode is for you!Solid 10/10",24/47
17,6,12,NA,jakedchoi,27 January 2019,It has to be one of the most painful episodes in the series. Both main plots are so painful...,80/100
0,6,14,5,ComedyFan2010,18 January 2019,A banker comes by to evaluate Dunder Mifflin for a buyer.A usual filler episode. I hate those. Sure the moments they chose in the flashbacks are funny. But we saw them. And we don't need them like they did in the 90's. Now if we want to see best moments of the Office we can go on Youtube and find even better selections.,30/55
1,6,14,6,Edvis-1997,13 November 2021,"Worst episode of this season and maybe of this entire TV series? Like, what's the point to fill 50 or 60% this episode time with old clips, that just seems like lazy writing, sorry.",8/14
2,6,14,3,maine_310,23 January 2010,"It didn't help that I not too recently watched those very same clips, but it was good to view some of the Season One office people and how some matured, while others became more childish over the seasons. The funny thing is, there was a similar video on 'YouTube' which quoted their Ten Reasons To Watch The Office, so another reason could be that even if you missed a popular clip, you could watch it again on this reminiscent episode of 'The Banker'.If I were to be realistic, I know of other series that have attempted to reuse old clips and make it into a new episode. On those occasions I wasn't intrigued by their approach, The Office bears no exception. I wonder why Toby still works there; he has no hope with Pam and Michael despises his guts, so why bother? There was literally a tiredness and exhausted look on his face, while he was being questioned, I was really tired watching him as well.Dwight claims he doesn't waste company time and envisions himself as a committed employee, but the things he does for Michael sometimes shows of his 'Five Year Old' complex. Did anyone else notice Ryan's glasses and his strange urge to carry of 'The UrKel' look? Is he trying to look more like Dwight or become his sidekick?There was not much advancement with this episode, which was quite disappointing. I don't know if the producers were trying to be cost efficient, or what made this nostalgic episode come about. Maybe they believed the fans would appreciate being reminded of what we love about 'The Office' or probably after the long break they wanted to play 'catch-up' Who knows? I just didn't like it that much.The scene where Kelly slaps Michael on 'Diversity Day', that Kelly is gone and I remembered how much I laughed that episode. It's amazing, after the moment is gone, you can't really have the exact same laugh, probably an appreciation. Anyway, I was really fed up at the end of it all. At least everything wasn't made up of clips and they tried to bring in a little act in between. The best part would have been the 'Jim and Pam' Niagra Falls wedding, for me anyway.Lexa Reviews http://lexabuti.blogspot.com ____________Three StarsGrade C-____________",19/52
3,6,14,6,hotrobinproductions,16 December 2021,If I wanted to watch a sum of clips for a bunch of laughs I'd just watch a YouTube edit of it that has better. This is just lazy I thought it was funny when he asks him the first question and it showed some flashbacks... that would have been fine but the movie goes back into the plot and then goes back yet again in the flashbacks and then vice versa rinse wash repeat. We don't need to rewatch what we already know. This is probably the worst episode I've ever seen in the office of all the episodes.,5/6
4,6,14,9,Faristuta,9 May 2020,"What people lose sight of is that The Office was made before Netflix streaming was invented, so episodes like these were a great opportunity for viewers at that time to look back and appreciate the series. People who binge-watch it in one week over Netflix don't get it.",89/116
5,6,14,2,Lost_In_Translation_,3 May 2020,"I've never liked clip episodes, they're just filler and save money for the production companies. They work for some sitcoms, like Friends. But The Office was not a style of show that needed one. This was just a really dumb clip episode.",23/39
6,6,14,1,Kaptain_Bluddflagg,14 July 2019,"This is a filler episode. It has about 5 minutes of new material, the rest is clips from earlier episodes. I genuinely don't understand why show runners think this kind of thing is ok, it's a total waste of time, if I'm ever president the first thing I'm going to do is outlaw this kind of episode with an executive order.Seriously, you can skip this episode and not miss anything at all.",73/142
7,6,14,10,obdyahia,21 July 2019,I can not stop laughing lm laughing now 😭😭😭😂😂😂,12/48
8,6,14,1,sethydrage,30 September 2021,This episode was unnecessary for the office. There was no episode and just flashbacks which I can just see on YouTube. Just a waste of time. Viewers should just go straight to episode 15.,4/9
9,6,14,NA,josephsiddiq,14 January 2022,"I remember being FURIOUS that after waiting something like six weeks The Office came back to Season 6 with a clip show. I couldn't believe they were doing a clip show at all. At this point that sort of gimmick was anachronistic. I rewatched it recently and now I realize a clip show is indeed an old fashioned idea because it harkens back to a time before streaming or DVDs or even reruns. Shows would do a clip show as filler sure but you got to see stuff from episodes you might have missed or just forgotten, in this one there is also a lot of deleted scene material so it's not all old jokes. There's the short P&J retrospective, and you appreciate just how far you've watched the two of them come and this season we already saw them get married and in the wedding clip they sort of allude that we'll also see Pam deliver, maybe they had to do a clip show as an homage to what exactly the show had become at that point. Isn't my rewatching of the series the same concept, to try and relive how great it was, twelve years ago?",1/1
10,6,14,10,nataliecellini,10 October 2016,"This is a great episode in my opinion. I love the flashbacks, it was really funny to see how Toby reacted to all the questions the banker asked and then they would show all these hilarious flashbacks. It was a great way to end Dunder Mifflin before Sabre came in. It was also cool to see how young everyone was in the flashbacks and how much they've grown. This is one of those shows where you really get attached to the characters and it really shows in this episode. I've heard many people say that this is where ""The Office"" starts to go downhill. Some people say it's here and some people say it's in season 7. Either way, just watch it until the end. I've watched this show 3 times all the way through now and it is so worth it to watch it until the end, so don't give up on it here!",53/82
11,6,14,1,olsonjoshuajohn,29 March 2020,This is a clip show with a few minutes of original footage. You can safely skip this one.,28/58
12,6,14,2,nmjoe,5 May 2021,"The risk in doing ""clip show"" is the viewers are reminded that Jim and Pam used actually be funny characters.",4/16
13,6,14,4,d_24,4 November 2020,I don't like this kind of episodes. Almost was boring and kind of cringe,8/22
14,6,14,NA,pizzahutch11,12 August 2018,"I don't understand how this episode has such a low rating, one of the lowest in the series. I guess it must stem from the fact that it is a ""filler"" episode or doesn't present anything new. But this episode is full of pure heart. 6 seasons in, its great to look back on all the comedy and moments that made the show, right before the show began to slowly die out. Seeing all the great parts is enough to bring a tear to your eyes. Personally, I was balling. It was refreshing, rewarding, and truly beautiful.",42/94
15,6,14,3,DarkChosen,12 October 2020,"It's apparent that this episode didn't have much of a budget. The whole episode is a sequence of flashbacks to previous episodes with about 1% of new content, with even the new content not being that great. What was going on with Michael's wig? It was brown!You can safely skip this episode.",11/23
16,6,14,7,BadNewsBen,7 February 2010,"This isn't the episode of The Office that you would recommend to a friend who hasn't seen the show, but its one that if you have been following the show, should be well received. As many of you, I have felt a little disappointed in what The Office has given us in the last couple of seasons. This episode rekindled the memories of how great to us it was when it was at its best, with Dwight and Jim still having a rivalry, Pam and Jim still having a connection we can all relate to, and the rest of the workers being individuals rather than fill ins for the show. While it was hard to swallow that the show isn't what it used to be, it brought hope that it isn't entirely lost. I hope they wrap up what has been a sub-par season six on a high note, and end the show like it started rather than where it is now.",49/72
17,6,14,10,miguelp-57530,2 November 2020,"All the sitcoms got this kinda episodes, even more than once. Perfect to remind.",26/41
18,6,14,1,sesemoz,18 December 2020,Generally like the series but they just made this episode with literally zero new material and just showing BS from the previous episodes. This is the most ridiculous way to insult the audience and waste their time. Couldn't think they can go this low. What a disappointment!,6/18
19,6,14,7,sofiiskikomar,14 April 2020,"Nothing new to see here. But if you need a reminder why you fell in love with this show it'll be a breath of fresh air to enjoy some laughs on your favourite The Office moments so far. But if you binged the show hard up until this point, like I did, those scenes would have not faded out enough so you can enjoy them yet again.",11/19
20,6,14,1,rhyslittle,4 February 2021,"With such good material throughout the entire sitcom, why waste an episode on just flash back material - I never understand why these are made. You won't miss never seeing this episode.",6/16
21,6,14,10,rynik-76624,28 April 2019,"This episode compiled moments from the show that turned me into a big fan in the first place. The ending Jim/Pam compilation set to ""Sing"" by Travis is a great wrap up.",22/45
22,6,14,8,franholman,3 July 2021,"Before binge watching, clip shows reminded us of why we loved the thing that drove us to our sets the same time every week. This clip show was actually well placed as the show as the Dunder Mifflin owned company transitions into its new Sabre world of wacky. So, the plot really doesn't move along...but relax, it picks up next episode!!!",6/9
23,6,14,NA,darthshark910,27 March 2010,"OK, so this episode deals with a banker from the company that is buying DM, coming to the Scranton branch to review some things. He begins to interview Toby, who answers his questions and-wh-WHAT?! Why are we being shown scenes from other episodes. Yes, my friends, this is a clip show, which is a staple of any good comedy show. Now, the major problem with this episode is not that it is a clip show, but the way they set it up. 1. There is no transition between present day and the clips, which makes it confusing, because, for the most part, this is a show that takes place in ONE location. This means that we will see Toby and the banker in the annex, and then cut to something happening in the main office. But it's actually a flashback, and there is no way of telling.2. There were SOOOOOOOO many better ways to set this episode up. I mean, really, just through Toby's memories? Really? In fact, a much better way to set this up would be to actually acknowledge for once that there is supposed to be a camera crew filming their daily office lives. Maybe, we could actually see who is behind the camera, and they would show the characters a tape of some of the events that they have filmed, and we could see the characters reacting to it, which in my opinion would be hilarious. I love this show, but i consider this to be the worst episode of all time.",50/98
24,6,14,10,pazini,15 December 2020,"A mix of sensations! Perfect episode. ""Scranton, the electric city""...",5/11
0,6,16,9,ComedyFan2010,19 January 2019,"CEO of Sabres arrives. Michael and Jim need to decide which one will be a manager.Kathy Bates is pretty good for this character. I loved Michael and Jim trying to decide who will do what. Michael was great at it, very fitting to his character. Dwight and Ryan trying to think what to do about Jim and Ryan suggesting Saw was one of my favorites moments in the episode.",5/7
1,6,16,7,Edvis-1997,13 November 2021,From this episode we can clearly see that Michael is really weak manager but even worse salesman so he doesn't have anything else to choose than his manager job.,3/5
0,6,18,10,ComedyFan2010,19 January 2019,Jim and Pam's baby is born.The baby born is a good center story and well done. It is not funny in a ridiculous way and had some really good humor. The scene where Pam feeds the wrong baby was a great moment.Dwight also gives us laughs as he stays in Jim and Pam's home and totally destroys their kitchen because of mold. Them coming in and him saying that he didn't find the ipod was also a great scene. And there was another good Dwight moment when he seems to be sad when signing the baby contract with Angela. We all know why!,11/15
1,6,18,9,Edvis-1997,13 November 2021,"This episode was at least head better than previous part. It had some jokes already from the beginning, some intention with Pam's mom and Michael's extra moments, what else you could want.",1/1
2,6,18,6,DarkChosen,12 October 2020,Is there anything worse than the sound of a baby crying? This episode was agonizing to watch.,5/50
3,6,18,10,diannejohanss,15 March 2010,"One of and possibly the best episode of The Office ever: It has everything, including great writing and Harold Ramis as Director. There are numerous situations where both Michael and Dwight overstep boundaries in a bizarre fashion (Dwight is dispatched to Jim & Pam's home to retrieve an ipod and ends up empty-handed, but not before leaving his mark on the place). But the centerpiece is Jim and Pam as they feel overwhelmed, delighted, and insecure in their new roles as parents. Jenna Fischer and John Kasinski shine, showing deft handling of sentimental as well as screamingly funny scenes, all perfectly in-character and never over-the-top. Even though ""The Delivery"" is the event around which this episode revolves, all the other characters are present and have their moments. It's indicative of how the Jim-Pam thing is being handled in general: part of The Office mix without being the focus. Anyone concerned that The Office might ""jump the shark"" with the Jim-Pam angle can breathe a sigh of relief.",22/33
0,6,20,8,ComedyFan2010,19 January 2019,The sales people are being to arrogant and Michael decides to teach them a lesson when the leads arrive.A pretty good episode. I like that at the end they solved it because I don't like to see characters that I love so much being such jerks. I like how Michael gave the leads to the rest of the office and they could torture the sales team with it. And Michael with Dwight in the garbage was a great scene. As well as Andy and Erin having their first kiss over there.,10/16
1,6,20,7,Edvis-1997,16 November 2021,"Even for Michael this episode looks too dumb. What's the point to give Kevin leads if he's one of the worst employee. It was just very bland episode, could be much better.",0/3
2,6,20,10,PWNYCNY,15 November 2018,"The sales staff become uppity and attempt to impose their control on the office. This is a direct challenge to Michael's authority. If Michael does not act he will be reduced to a figure head and destroy the team spirit that Michael has spent years building. The sales staff fee, empowered by the corporate office, and so believe that they can now take charge. However, what they forget is that Michael is still the manager. What is at stake is Michael's job and personal credibility. But most important, what is at risk is the survival of Dunder Mifflin. Michael acts, and does so decisively and with some comic effect. In taking action, Michael re-asserts his authority, puts the sales staff in their place, and teaches all a lesson about respecting the boss.",10/27
0,6,22,8,ComedyFan2010,20 January 2019,"It is Secretary Day and Erin finds out that Andy was engaged to Angela.The main story is alright. But I really felt bad for Andy. He did nothing wrong, I don't get her reaction. But it did have some fun moments, Erin was so weird, different from the way she usually is.The Cookie monster story was hilarious though. Kevin really does sound like it!",10/19
1,6,22,7,Edvis-1997,16 November 2021,"I really don't get what's the point from this episode. So they're celebrating accountants and other workers day too? Then they could celebrate 365 days a year, lol, just a bad idea for me.",0/5
2,6,22,8,vivianla,9 January 2021,"This episode is the most serious we see Michael ever fully be in. It is secretary's day and everyone gifts Erin something. Andy asks Michael to take Erin out for lunch and he agrees reluctantly.Pam grabs her chest and Dwight says her breast is too full. When he doesn't milk his cows enough they moo. Pam goes to the washroom to look for her breast pump. Meredith is in there using it. Pam takes it back saying it is not sterile and Meredith says they are both girls it shouldn't matter.Erin asks Michael lots of questions including one where she asks what decade would he want to be a teen in? Michael tells her that Andy had sex and dated Angela. This angers Erin and her acting is so good.Pam tells Erin that she once was engaged to somebody at their workplace too and it is not about who they were with - it is about who you end up with.The former IT guy from Florida wants to show he has power so decides to take control of the cookie monster situation. Pam finds out through a phone call with Toby that he cannot suspend or take pay away. Pam slips a note to Jim who smoothly reads it. They use the opportunity to leave work with pay, knowing the IT guy is accountable. The office makes fun of the IT guy and how he made the mess but doesn't want to own up to it. He asks if he should buy coffees for everyone.Erin sits on a bench looking like she is having an anxiety attack. Michael comes out and sits with her. He is nice and comforts her.",1/5
3,6,22,7,kobedawson,31 January 2022,"The cookie monster storyline was pretty funny to see and enjoyable by the end of the episode, the whole break up was unbearable. Decent Episode at best from my standards.",4/5
4,6,22,8,sethydrage,30 September 2021,Love the impressions of Kevin and seeing Erin's anger towards Andy and him trying to explain.,2/3
5,6,22,4,dpb0402,14 October 2018,"I have never been a fan of Andy on The Office even after multiple watches of the full series. So of course the one guy I hate would be paired up with the one girl I hate.I get it, the character of Erin was made to be innocent and childish because of her bad past as an orphan......but come on.....this is pathetic. This whole episode just shows off how terrible of a character Erin actually is. She is in her 20's and she doesn't think that it's possible a man in his 30's could have dated/been engaged to someone before dating her? Seriously.......She throws cake on a co-worker in the middle of the office, she buries her face in her hair and groans in the middle of a restaurant, and she asks Michael some of the most awkward questions possible like ""How many pillows do you sleep with?""I don't mind cringe humor. In fact some of my favorite lines in this show are cringe humor. But, there is a fine line between a cringy joke and a completely cringy episode. The only reason I am giving it a 4 star is because the Kevin/Cookie Monster story line was actually pretty enjoyable. Though sadly it takes a back seat to the worst couple in cable TV history......I miss Jan/Michael......",16/44
6,6,22,1,mohsen-mutasem,5 November 2021,"The cookie monster storyline and the accompanying harassments are not funny at all. It is nothing but pulleying, and it is not addressed in the episode as a bad thing. In contact, it is implied that fighting this harassment is silly and stupid. Watching the episode made me uncomfortable. I skipped the last part where they pully the IT guy instead. I am pretty surprised that people in the reviews liked it.I am very proud of humanity and the progress we are making. It is not acceptable at all now to make a show that supports this kind of behavior. We have come a long way in just ten years.Whenever I see something similar in an older movie or tv show, I get astonished how showing that was ok, while it is impossible to have something similar now. I am glad we are moving in the right direction.",0/14
7,6,22,1,mohsen-mutasem,5 November 2021,"The cookie monster storyline and the accompanying harassments are not funny at all. It is nothing but pulleying, and it is not addressed in the episode as a bad thing. In contact, it is implied that fighting this harassment is silly and stupid. Watching the episode made me uncomfortable. I skipped the last part where they pully the IT guy instead. I am pretty surprised that people in the reviews liked it.I am very proud of humanity and the progress we are making. It is not acceptable at all now to make a show that supports this kind of behavior. We have come a long way in just ten years.Whenever I see something similar in an older movie or tv show, I get astonished how showing that was ok, while it is impossible to have something similar now. I am glad we are moving in the right direction.",1/15
0,6,24,8,ComedyFan2010,23 January 2019,"Michael is trying to find out if Donna is cheating on him.Another great episode. The investigation of Donna's cheating was funny. Loved contribution of Dwight, Pam, Kelly and Ryan. And the fact that it was Michael who was the mistress was an awesome ending.The story about Darryl's prank on Andy was also hilarious. All the way when Darryl didn't even know what it is yet Andy was all scared. And the ending that shocked even Darryl was perfect.",8/10
1,6,24,8,Edvis-1997,17 November 2021,"Once again, great episode. The way Dwight was trying to be a detective, lol so funny ,also ending was epic. In this episode Dwight killed his role in a good way.",2/3
2,6,24,8,vivianla,10 January 2021,"Michael asks Jim about the detonator that Dwight talked to him about.Darryl mentions how one time Andy blamed the warehouse team for a process not going through and they got yelled at pretty bad. He now wants to get back at him. Andy comes to his office saying he got Darryl's email. Darryl says he heard mumbling about Andy from the Sabre guy.Darryl gets Andy to demonstrate a printer on camera. It actually gets on fire unexpectedly, relieving Andy from his worries. Darryl vows to never prank Andy again and to go to church plus do one good thing a day.",0/2
0,6,26,NA,bob the moo,1 June 2010,"It seems that every time I review a season of The Office or 30 Rock, I end up making some comment in regards their comparison. I always say in this little bit that The Office is the better sitcom but that 30 Rock is the funnier show, as the former has more structure and the latter is just constantly looking for the next joke. After a rather disappointing season for 30 Rock (season 4) I started watching this and was glad to find that it continued on the trend laid out in the fifth season where the plots are wider than the office and the work day, but that the office and the characters provide plenty of laughs as a strong foundation.This season sees Pan and Jim have a baby, a new office romance awkwardly stalling its way into existence, a new owner for the company amongst other things and mostly the plots work as threads. Some of them don't quite work as well, mainly because they are threads that have been done already (such as Dwight and Angela) or threads that seem forced for the sake of it (I thought too much was made of Andy and Erin's ""relationship""). Mostly though the show flows pretty well and there isn't anything that drags or falls flat for any length of time – certainly it doesn't feel like a show that has run out of ideas or steam, although it does feel like that perhaps they should not run it for too much longer.I have read other people criticising the show for not being funny in this season, but I'm not sure where they are coming from as the show to me has always been the sitcom that 30 Rock is not. This means that the dialogue is not 100% jokes and barbed zingers as it can often be in that show. This is not to say that it isn't funny though and the documentary approach continues to allow for great asides in interviews and little reaction shots to be captured as well – it is a technique it has used for 6 seasons now and it still produces lots of laughs for me. The cast certainly deliver on this. There are those that are used to great effect for laughs only (Creed being my favourite) but on the other hand it is hard not to appreciate the work that Carell, Wilson, Krasinski and Fischer in particular do in regards the laughs and the narratives. As before the ensemble cast are all great – although my reservations about his threads caused me to not like Helms as much this time round.Season 6 may have had its detractors and perhaps the show is close to coming to an end but for me this was still a very funny and enjoyable season that continues the minor tweaks made in season 5.",20/26
1,6,26,8,ComedyFan2010,23 January 2019,Jo comes to find out who the whistleblower is.A good episode. It is not as super funny as most of them but still really great. All the people who thought they are the ones who did it was a fun part. Especially Kelly who as she admitted speaks a lot. And I loved the sign Michael made to Pam about meeting at Meredith's car.,8/12
2,6,26,9,zkonedog,5 July 2019,"In reviewing the sixth season of ""The Office"", there is good news and bad news: On the positive side, the season gave us such landmark episodes as ""Niagara Falls"" (Jim/Pam wedding) and ""The Arrival"" (Jim/Pam baby), easily in the top echelon of episodes in show history. On the flip side, though, the show also went through two separate little dry patches that produced some episodes that just didn't measure up well against earlier efforts.The theme of ""change"" runs at the core of the entire season. At the beginning, Dunder-Mifflin employees worry about the long-term stability of their company, then (about half way through the season), the company is actually bought out by Sabre, a printer company headed by Jo Bennett (guest star Kathy Bates), with the crew having to adjust to their new ownership. On a more personal level, the Jim/Pam relationship moves from one of flirtation & fun to more real-life undertones (marriage, parenting, etc.), while two characters (Andy Bernard and new receptionist Erin) become smitten with each other...only to provide some of the most awkwardly hilarious conversations/situations in show history!In terms of acting, the sixth season was on par with the previous installments. Steve Carrell as Michael Scott is still the glue that binds everything together, and the supporting cast keeps turning in hilarious performances when called upon. The introduction of the Andy/Erin romance was a breath of fresh air for the show, as its innocence harkens back to the early Jim/Pam seasons, but due to Andy's total and absolute goofiness, it takes forever (but in a good way!) for things to really get off the ground. About the only two things that got a little annoying were the continued Dwight/Angela battles that never seem to end, and Bates' new character, who doesn't seem to add much comedy to the show whatsoever.So, despite the fact that the episodes were a bit uneven in terms of overall quality/hilarity, I cannot drop this season below five stars due to the extraordinary content of the really good episodes. Basically, the season started off a bit slow, hit its stride during/after the Jim/Pam wedding, then leveled off again after the baby episode, only to limp to the finish line. Also, the final scene hints at the possible return of a fan-favorite character, which could easily rejuvenate the proceedings for the seventh season next fall.",9/12
3,6,26,8,vivianla,10 January 2021,"The whole office gets their hard drives checked due to someone leaking to the press that printers have been on fire.Darryl admits to Michael he told a girl at a bar who works for a newspaper. Pam told a woman at day care who also works for a newspaper. Kelly comes to their meeting spot and says she talks all the time. Of course she mentioned this.Nick, the IT guy, says his farewell as he is leaving to work in Detroit with kids. No one got to know him. Dwight comes back at him saying he will be wasting his life as kids that age just watch porn and something else.Nick replies with what he found in everyone's computers - Darryl does have FB, Andy made a video and sent it to someone.",2/5
4,6,26,10,alanbourbeau24,13 June 2020,"Whenever I get myself into troubled situation at work, I think of this episode. And I ask myself this question, ""What would Michael do?"" Or better yet, ""What would Dwight do?""",6/16
5,6,26,7,kobedawson,31 January 2022,"This finale was boring and hardly funny at all. I liked the concept of the episode, it just felt like it was poorly executed in a bad or maybe even lazy way.",2/2
6,6,26,6,nicolas-papoutsas,14 May 2020,"Worst season so far by a mile....So, disappointing!",8/24
0,6,1,9,ComedyFan2010,14 January 2019,Michael tells that Stanley has an affair and spreads a lot of rumors to cover it.A great first episode of the season that makes one laugh through it. All those rumors were great. I loved how Andy started questioning his sexuality. And Michael was even smart enough to make the one about Dwight be about manure knowing that Dwight is a farmer. Obviously he said that Toby whom he hates is a virgin. Anyways it was a fun way to reveal Pam's pregnancy to the office. Ad their reactions were as one would expect.,2/5
1,6,1,9,Edvis-1997,13 November 2021,"Very nice season opening episode. Gossip - you can hear them in school, university and as we see, even in a job. I liked those gossips tho, lol, pretty funny.",1/1
2,6,1,9,vivianla,4 January 2021,"So much gossip goes around. Michael feels left out and tries to get in the know. He learns from the interns that Stanley was at a club making out with a woman. Michael spreads the rumour that Stanley is having an affair and was at a young people's club because he is having a mid-life crisis. The employees say Stanley already passed his mid-life.Michael stops Stanley from driving away and tells Stanley what the intern said. Stanley tells him it is true and that the girl he was kissing was named Cynthia and his wife Teri is having some problems. His partner wanted to go to that club.Michael then decides to spread rumours about everyone in the office, some of them perhaps partially true. Some individuals even question themselves if it is true such as Andy and whether he is gay or not.Michael has spread the following: Kelly has anorexia, Toby is a virgin (in response he says he has a daughter so how can that be?), Pam is pregnant, etc. Angela tells Pam that a baby made out of wedlock is not good even if you will get married later.Jim confesses that they are pregnant and show the ultrasound photo.",1/2
3,6,1,7,maine_310,17 September 2009,"Moral of the storyGossip must not be used to one's own advantage, people can get hurt.Michael could have avoided all the drama had he just said the gossip was a moral lesson for the interns before they left, but that would have been too easy to get by, especially when it came to Michael.So we have this episode starting off with the only two guys capable of following after Michael's clownish ways by prancing about the office like madmen. Are Dwight and Andy a similar version of Michael or do they have their own hidden agendas for acting so silly. How did Michael get by running this office.I now understand why interns were hardly brought on 'The Office'. Who ever thought that when they grew up they always wanted to work in 'The Office', maybe the show. Seriously though the thought wouldn't really cross your mind as a big career choice, so what were those interns thinking? Not to mention the basis of this episode 'Gossip', where the interns caught Stanley and Cynthia(a.k.a. not the wife) together on a non work afternoon. It wasn't only the juiciest Gossip of all, it also sent all those crazy flags and twisted antennas up on Michael's radar. He would have been the hero of gossip if he distributed that juicy detail, despite the repercussions. I didn't know what was more amusing; the fact that Michael spread the piece of compromising gossip about as though he was sharing candy to hungry children, or that he enjoyed giving away the news simply because he had the upper hand, both amusing, but the end result sure would have been nasty.Topping it off with a cherry; when Stanley warned Michael not to tell everyone his big secret, which he already did, he began spreading other gossip he believed to be false which ironically turned out to be true.What a perfect opportunity to reveal Jim and Pam's pregnancy, Andy's not so straight side and Kelly's eating disorder, some of the few lies Michael twisted and he nailed the draw dropper about Jim and Pam. So does this mean some gossip is based on an element of truth. I mean look how easily Michael guessed it. When Andy began talking about Brad Pitt, I really wondered. (Brad Pitt has been used so many times, so many ways, I wonder what goes through his mind when he hears his name being called over and over, it must be tiring or he probably couldn't care less)... and Kelly did have that break down in 'Weight Loss' Season 5 Episode 1.What was Michael thinking? If he spread more lies, the truth would eventually pail in comparison and become the lie itself (Sounds Michael enough). It made sense only if he stuck to it. What was Stanley thinking, asking Michael to keep his secret? He was actually believable denying it when Michael first asked him if he was having an affair (Makes you wonder). Micheal was ready to out him when his butt was on the line and last season's cliff hanger about Jim and Pam's pregnancy was revealed to the entire office with the sonogram as proof. Did that slap Michael in the face as well? It all turned out in vein, revealing the pregnancy, Michael still outed Stanley in the end... poor car.Maybe Jim and Pam should have just let Michael tell them.So last season wasn't the big hit we enjoyed as 'The Office' took a different turn and I would admit I laughed a bit more than usual in this half hour and I really felt sorry for those interns... I hardly doubt we'd be seeing their faces again, probably in the world of show biz as Jet Lee, Julia Stiles and Alan Thicke, maybe the Jet Lee was more believable.Lexa Reviews http://lexabuti.blogspot.com/ _______________________________ Four out of Five Stars Grade C+ ...and a thumbs up, I'm really liking this season opener.________________________________",4/43
4,6,1,10,Critic_For_Life,30 August 2019,Classic Michael Scott - he can never keep a secret. This is one of my favorite episodes .,3/6
