,season,episode,Rating,Name,Date,Text,Useful,clean_text,clean_text_tokens
818,6,22,1.0,mohsen-mutasem,5 November 2021,"The cookie monster storyline and the accompanying harassments are not funny at all. It is nothing but pulleying, and it is not addressed in the episode as a bad thing. In contact, it is implied that fighting this harassment is silly and stupid. Watching the episode made me uncomfortable. I skipped the last part where they pully the IT guy instead. I am pretty surprised that people in the reviews liked it.I am very proud of humanity and the progress we are making. It is not acceptable at all now to make a show that supports this kind of behavior. We have come a long way in just ten years.Whenever I see something similar in an older movie or tv show, I get astonished how showing that was ok, while it is impossible to have something similar now. I am glad we are moving in the right direction.",0/14,cookie_monster storyline accompany harassment funny nothing pulleye address episode bad thing contact imply fight harassment silly stupid watch episode make uncomfortable skip last part pully guy instead pretty surprised people review like proud humanity progress make acceptable make show support kind behavior come long way ten year whenever see something similar old movie show get astonished show impossible something similar glad move right direction,"['cookie_monster', 'storyline', 'accompany', 'harassment', 'funny', 'nothing', 'pulleye', 'address', 'episode', 'bad', 'thing', 'contact', 'imply', 'fight', 'harassment', 'silly', 'stupid', 'watch', 'episode', 'make', 'uncomfortable', 'skip', 'last', 'part', 'pully', 'guy', 'instead', 'pretty', 'surprised', 'people', 'review', 'like', 'proud', 'humanity', 'progress', 'make', 'acceptable', 'make', 'show', 'support', 'kind', 'behavior', 'come', 'long', 'way', 'ten', 'year', 'whenever', 'see', 'something', 'similar', 'old', 'movie', 'show', 'get', 'astonished', 'show', 'impossible', 'something', 'similar', 'glad', 'move', 'right', 'direction']"
819,6,22,1.0,mohsen-mutasem,5 November 2021,"The cookie monster storyline and the accompanying harassments are not funny at all. It is nothing but pulleying, and it is not addressed in the episode as a bad thing. In contact, it is implied that fighting this harassment is silly and stupid. Watching the episode made me uncomfortable. I skipped the last part where they pully the IT guy instead. I am pretty surprised that people in the reviews liked it.I am very proud of humanity and the progress we are making. It is not acceptable at all now to make a show that supports this kind of behavior. We have come a long way in just ten years.Whenever I see something similar in an older movie or tv show, I get astonished how showing that was ok, while it is impossible to have something similar now. I am glad we are moving in the right direction.",1/15,cookie_monster storyline accompany harassment funny nothing pulleye address episode bad thing contact imply fight harassment silly stupid watch episode make uncomfortable skip last part pully guy instead pretty surprised people review like proud humanity progress make acceptable make show support kind behavior come long way ten year whenever see something similar old movie show get astonished show impossible something similar glad move right direction,"['cookie_monster', 'storyline', 'accompany', 'harassment', 'funny', 'nothing', 'pulleye', 'address', 'episode', 'bad', 'thing', 'contact', 'imply', 'fight', 'harassment', 'silly', 'stupid', 'watch', 'episode', 'make', 'uncomfortable', 'skip', 'last', 'part', 'pully', 'guy', 'instead', 'pretty', 'surprised', 'people', 'review', 'like', 'proud', 'humanity', 'progress', 'make', 'acceptable', 'make', 'show', 'support', 'kind', 'behavior', 'come', 'long', 'way', 'ten', 'year', 'whenever', 'see', 'something', 'similar', 'old', 'movie', 'show', 'get', 'astonished', 'show', 'impossible', 'something', 'similar', 'glad', 'move', 'right', 'direction']"
820,6,23,9.0,ComedyFan2010,23 January 2019,"Michael tries to figure out if a potential client is interested in him.Great episode. Michael was funny in the way that he is. Jim observing it all was also making me laugh. And I absolutely loved loved the story about Kelly. The scene when Dwight tries to convince her to go with the program was great. ""I could be the Indian Julia Roberts""! Just like the strategy that Ryan came up with.",4/8,michael try figure potential client interested great episode michael funny way jim observe also make laugh absolutely love love story kelly scene dwight try convince program great could indian julia roberts like strategy ryan come,"['michael', 'try', 'figure', 'potential', 'client', 'interested', 'great', 'episode', 'michael', 'funny', 'way', 'jim', 'observe', 'also', 'make', 'laugh', 'absolutely', 'love', 'love', 'story', 'kelly', 'scene', 'dwight', 'try', 'convince', 'program', 'great', 'could', 'indian', 'julia', 'roberts', 'like', 'strategy', 'ryan', 'come']"
821,6,23,8.0,Edvis-1997,17 November 2021,"I've really enjoyed this episode. Just I can't believe that Michael get more chicks than me, lol. I liked that Pam was supporting Michael a lot in this episode.",3/3,really enjoy episode believe michael get chick lol like pam support michael lot episode,"['really', 'enjoy', 'episode', 'believe', 'michael', 'get', 'chick', 'lol', 'like', 'pam', 'support', 'michael', 'lot', 'episode']"
822,6,23,8.0,vivianla,9 January 2021,"Donna, the woman who is the manager at the bar comes by to hear about printers. She wears a low-cut top and Pam mentions maybe she crossed her arms to make her boobs look bigger. Kevin tries it out.Dwight doesn't want to think what would happen if Darryl gets into the minority executive program. It is only for visible minorities and they will be trained at Yale.Dwight brings up the opportunity to Kelly who then prepares with an Indian traditional outfit. She has answers all relating back to her ethnicity. Ryan has helped Kelly prepare. Kelly says she will say everything back asking if it is because she is not white.Michael runs out to give Donna back her barrette and they kiss.",2/6,donna woman manager bar come hear printer wear low cut top pam mention maybe cross arm make boob look big kevin try dwight want think would happen darryl get minority executive program visible minority train yale dwight bring opportunity kelly prepare indian traditional outfit answer relate back ethnicity ryan help kelly prepare kelly say say everything back ask white michael run give donna back barrette kiss,"['donna', 'woman', 'manager', 'bar', 'come', 'hear', 'printer', 'wear', 'low', 'cut', 'top', 'pam', 'mention', 'maybe', 'cross', 'arm', 'make', 'boob', 'look', 'big', 'kevin', 'try', 'dwight', 'want', 'think', 'would', 'happen', 'darryl', 'get', 'minority', 'executive', 'program', 'visible', 'minority', 'train', 'yale', 'dwight', 'bring', 'opportunity', 'kelly', 'prepare', 'indian', 'traditional', 'outfit', 'answer', 'relate', 'back', 'ethnicity', 'ryan', 'help', 'kelly', 'prepare', 'kelly', 'say', 'say', 'everything', 'back', 'ask', 'white', 'michael', 'run', 'give', 'donna', 'back', 'barrette', 'kiss']"
823,6,24,8.0,ComedyFan2010,23 January 2019,"Michael is trying to find out if Donna is cheating on him.Another great episode. The investigation of Donna's cheating was funny. Loved contribution of Dwight, Pam, Kelly and Ryan. And the fact that it was Michael who was the mistress was an awesome ending.The story about Darryl's prank on Andy was also hilarious. All the way when Darryl didn't even know what it is yet Andy was all scared. And the ending that shocked even Darryl was perfect.",8/10,michael try find donna cheat another great episode investigation donna cheating funny love contribution dwight pam kelly ryan fact michael mistress awesome ending story darryl prank andy also hilarious way darryl even know yet andy scared ending shock even darryl perfect,"['michael', 'try', 'find', 'donna', 'cheat', 'another', 'great', 'episode', 'investigation', 'donna', 'cheating', 'funny', 'love', 'contribution', 'dwight', 'pam', 'kelly', 'ryan', 'fact', 'michael', 'mistress', 'awesome', 'ending', 'story', 'darryl', 'prank', 'andy', 'also', 'hilarious', 'way', 'darryl', 'even', 'know', 'yet', 'andy', 'scared', 'ending', 'shock', 'even', 'darryl', 'perfect']"
824,6,24,8.0,Edvis-1997,17 November 2021,"Once again, great episode. The way Dwight was trying to be a detective, lol so funny ,also ending was epic. In this episode Dwight killed his role in a good way.",2/3,great episode way dwight try detective lol funny also end epic episode dwight kill role good way,"['great', 'episode', 'way', 'dwight', 'try', 'detective', 'lol', 'funny', 'also', 'end', 'epic', 'episode', 'dwight', 'kill', 'role', 'good', 'way']"
825,6,24,8.0,vivianla,10 January 2021,"Michael asks Jim about the detonator that Dwight talked to him about.Darryl mentions how one time Andy blamed the warehouse team for a process not going through and they got yelled at pretty bad. He now wants to get back at him. Andy comes to his office saying he got Darryl's email. Darryl says he heard mumbling about Andy from the Sabre guy.Darryl gets Andy to demonstrate a printer on camera. It actually gets on fire unexpectedly, relieving Andy from his worries. Darryl vows to never prank Andy again and to go to church plus do one good thing a day.",0/2,michael ask jim detonator dwight talk darryl mention one time andy blame warehouse team process get yell pretty bad want get back andy come office say get darryl email darryl say hear mumble andy sabre guy darryl get andy demonstrate printer camera actually get fire unexpectedly relieve andy worry darryl vow never prank andy church plus one good thing day,"['michael', 'ask', 'jim', 'detonator', 'dwight', 'talk', 'darryl', 'mention', 'one', 'time', 'andy', 'blame', 'warehouse', 'team', 'process', 'get', 'yell', 'pretty', 'bad', 'want', 'get', 'back', 'andy', 'come', 'office', 'say', 'get', 'darryl', 'email', 'darryl', 'say', 'hear', 'mumble', 'andy', 'sabre', 'guy', 'darryl', 'get', 'andy', 'demonstrate', 'printer', 'camera', 'actually', 'get', 'fire', 'unexpectedly', 'relieve', 'andy', 'worry', 'darryl', 'vow', 'never', 'prank', 'andy', 'church', 'plus', 'one', 'good', 'thing', 'day']"
826,6,25,8.0,ComedyFan2010,23 January 2019,Michael still wants to date Donna and the office doesn't approve.Michael's decision to stay with Donna and the rest trying to change his mind was as funny as it could be. My favorite part of the episode was the meeting with the lawyer Dwight and Angela had. As well as the decision they made at the end.,5/10,michael still want date donna office approve michael decision stay donna rest try change mind funny could favorite part episode meeting lawyer dwight angela well decision make end,"['michael', 'still', 'want', 'date', 'donna', 'office', 'approve', 'michael', 'decision', 'stay', 'donna', 'rest', 'try', 'change', 'mind', 'funny', 'could', 'favorite', 'part', 'episode', 'meeting', 'lawyer', 'dwight', 'angela', 'well', 'decision', 'make', 'end']"
827,6,25,8.0,vivianla,10 January 2021,"Michael knows that Donna is married but did not break up with her. It is Meredith's birthday cake but he grabs some with his hand anyways. He is disgusted it is lemon. Ryan, inspired by Michael's coldness and how he just does what he wants, goes up to Erin and tells her he is attracted to her and wants to have sex.Angela and Dwight go over the contract with a lawyer. The contract is much like those for surrogacy and is common. Dwight would have to pay 30 000 dollars and Angela says she will get his beet farm anyways. Angela gives another option saying he can have sex with her 5 times instead.Pam and Jim are exhausted at work. They look at the energy drinks and Pam says she can't because it will get in the breast milk. Cece will be drinking it in 6 hours. Darryl overhears and lets them in on a warehouse secret. They have a secret place for sleeping.Dwight uses different methods to make his sperm's quality worse. He puts his crotch up the microwave because of the radiation and physically hits his crotch.Angela and Dwight go to the warehouse to get it on. Pam and Jim are up near the ceiling and can hear everything.",5/8,michael know donna married break meredith birthday cake grab hand anyways disgust lemon ryan inspire michael coldness want erin tell attract want sex angela dwight contract lawyer contract much like surrogacy common dwight would pay 000 dollar angela say get beet farm anyways angela give another option say sex time instead pam jim exhaust work look energy drink pam say get breast milk cece drink hour darryl overhear let warehouse secret secret place sleep dwight use different method make sperm quality bad put crotch microwave radiation physically hit crotch angela dwight warehouse get pam jim near ceiling hear everything,"['michael', 'know', 'donna', 'married', 'break', 'meredith', 'birthday', 'cake', 'grab', 'hand', 'anyways', 'disgust', 'lemon', 'ryan', 'inspire', 'michael', 'coldness', 'want', 'erin', 'tell', 'attract', 'want', 'sex', 'angela', 'dwight', 'contract', 'lawyer', 'contract', 'much', 'like', 'surrogacy', 'common', 'dwight', 'would', 'pay', '000', 'dollar', 'angela', 'say', 'get', 'beet', 'farm', 'anyways', 'angela', 'give', 'another', 'option', 'say', 'sex', 'time', 'instead', 'pam', 'jim', 'exhaust', 'work', 'look', 'energy', 'drink', 'pam', 'say', 'get', 'breast', 'milk', 'cece', 'drink', 'hour', 'darryl', 'overhear', 'let', 'warehouse', 'secret', 'secret', 'place', 'sleep', 'dwight', 'use', 'different', 'method', 'make', 'sperm', 'quality', 'bad', 'put', 'crotch', 'microwave', 'radiation', 'physically', 'hit', 'crotch', 'angela', 'dwight', 'warehouse', 'get', 'pam', 'jim', 'near', 'ceiling', 'hear', 'everything']"
828,6,25,8.0,m_o_r_2,22 April 2021,"""If I had a gun with two bullets, and I was in a room with Hitler, Bin Laden and Toby, I would shoot Toby twice""
this is the best thing that ever Michael said.",11/13,gun two bullet room hitler bin laden toby would shoot toby twice good thing ever michael say,"['gun', 'two', 'bullet', 'room', 'hitler', 'bin', 'laden', 'toby', 'would', 'shoot', 'toby', 'twice', 'good', 'thing', 'ever', 'michael', 'say']"
829,6,25,8.0,kobedawson,31 January 2022,"The Opening Scene was easily one of the funniest scenes in the entire show and totally fits the theme of the Office and the characters as well. The rest of the episode was alright, nothing too spectacular or mind blowing.",3/3,opening scene easily one funniest scene entire show totally fit theme office character well rest episode alright nothing spectacular mind blow,"['opening', 'scene', 'easily', 'one', 'funniest', 'scene', 'entire', 'show', 'totally', 'fit', 'theme', 'office', 'character', 'well', 'rest', 'episode', 'alright', 'nothing', 'spectacular', 'mind', 'blow']"
830,6,26,,bob the moo,1 June 2010,"It seems that every time I review a season of The Office or 30 Rock, I end up making some comment in regards their comparison. I always say in this little bit that The Office is the better sitcom but that 30 Rock is the funnier show, as the former has more structure and the latter is just constantly looking for the next joke. After a rather disappointing season for 30 Rock (season 4) I started watching this and was glad to find that it continued on the trend laid out in the fifth season where the plots are wider than the office and the work day, but that the office and the characters provide plenty of laughs as a strong foundation.This season sees Pan and Jim have a baby, a new office romance awkwardly stalling its way into existence, a new owner for the company amongst other things and mostly the plots work as threads. Some of them don't quite work as well, mainly because they are threads that have been done already (such as Dwight and Angela) or threads that seem forced for the sake of it (I thought too much was made of Andy and Erin's ""relationship""). Mostly though the show flows pretty well and there isn't anything that drags or falls flat for any length of time – certainly it doesn't feel like a show that has run out of ideas or steam, although it does feel like that perhaps they should not run it for too much longer.I have read other people criticising the show for not being funny in this season, but I'm not sure where they are coming from as the show to me has always been the sitcom that 30 Rock is not. This means that the dialogue is not 100% jokes and barbed zingers as it can often be in that show. This is not to say that it isn't funny though and the documentary approach continues to allow for great asides in interviews and little reaction shots to be captured as well – it is a technique it has used for 6 seasons now and it still produces lots of laughs for me. The cast certainly deliver on this. There are those that are used to great effect for laughs only (Creed being my favourite) but on the other hand it is hard not to appreciate the work that Carell, Wilson, Krasinski and Fischer in particular do in regards the laughs and the narratives. As before the ensemble cast are all great – although my reservations about his threads caused me to not like Helms as much this time round.Season 6 may have had its detractors and perhaps the show is close to coming to an end but for me this was still a very funny and enjoyable season that continues the minor tweaks made in season 5.",20/26,seem every time review season office rock end make comment regard comparison always say little_bit office well sitcom rock funny show former structure latter constantly look next joke rather disappointing season rock season start watch glad find continue trend lay fifth season plot wide office work day office character provide plenty laugh strong foundation season see pan jim baby new office romance awkwardly stall way existence new owner company amongst thing mostly plot work thread quite work well mainly thread already dwight angela thread seem force sake think much make andy erin relationship mostly though show flow pretty well anything drag fall flat length time certainly feel like show run idea steam although feel like perhaps run much long read people criticise show funny season sure come show always sitcom rock mean dialogue 000 joke barb zinger often show say funny though documentary approach continue allow great aside interview little reaction shot capture well technique use season still produce lot laugh cast certainly deliver use great effect laugh creed favourite hand hard appreciate work carell wilson krasinski fischer particular regard laugh narrative ensemble cast great although reservation thread cause like helms much time round season may detractor perhaps show close come end still funny enjoyable season continue minor tweak make season,"['seem', 'every', 'time', 'review', 'season', 'office', 'rock', 'end', 'make', 'comment', 'regard', 'comparison', 'always', 'say', 'little_bit', 'office', 'well', 'sitcom', 'rock', 'funny', 'show', 'former', 'structure', 'latter', 'constantly', 'look', 'next', 'joke', 'rather', 'disappointing', 'season', 'rock', 'season', 'start', 'watch', 'glad', 'find', 'continue', 'trend', 'lay', 'fifth', 'season', 'plot', 'wide', 'office', 'work', 'day', 'office', 'character', 'provide', 'plenty', 'laugh', 'strong', 'foundation', 'season', 'see', 'pan', 'jim', 'baby', 'new', 'office', 'romance', 'awkwardly', 'stall', 'way', 'existence', 'new', 'owner', 'company', 'amongst', 'thing', 'mostly', 'plot', 'work', 'thread', 'quite', 'work', 'well', 'mainly', 'thread', 'already', 'dwight', 'angela', 'thread', 'seem', 'force', 'sake', 'think', 'much', 'make', 'andy', 'erin', 'relationship', 'mostly', 'though', 'show', 'flow', 'pretty', 'well', 'anything', 'drag', 'fall', 'flat', 'length', 'time', 'certainly', 'feel', 'like', 'show', 'run', 'idea', 'steam', 'although', 'feel', 'like', 'perhaps', 'run', 'much', 'long', 'read', 'people', 'criticise', 'show', 'funny', 'season', 'sure', 'come', 'show', 'always', 'sitcom', 'rock', 'mean', 'dialogue', '000', 'joke', 'barb', 'zinger', 'often', 'show', 'say', 'funny', 'though', 'documentary', 'approach', 'continue', 'allow', 'great', 'aside', 'interview', 'little', 'reaction', 'shot', 'capture', 'well', 'technique', 'use', 'season', 'still', 'produce', 'lot', 'laugh', 'cast', 'certainly', 'deliver', 'use', 'great', 'effect', 'laugh', 'creed', 'favourite', 'hand', 'hard', 'appreciate', 'work', 'carell', 'wilson', 'krasinski', 'fischer', 'particular', 'regard', 'laugh', 'narrative', 'ensemble', 'cast', 'great', 'although', 'reservation', 'thread', 'cause', 'like', 'helms', 'much', 'time', 'round', 'season', 'may', 'detractor', 'perhaps', 'show', 'close', 'come', 'end', 'still', 'funny', 'enjoyable', 'season', 'continue', 'minor', 'tweak', 'make', 'season']"
831,6,26,8.0,ComedyFan2010,23 January 2019,Jo comes to find out who the whistleblower is.A good episode. It is not as super funny as most of them but still really great. All the people who thought they are the ones who did it was a fun part. Especially Kelly who as she admitted speaks a lot. And I loved the sign Michael made to Pam about meeting at Meredith's car.,8/12,come find whistleblower good_episode super funny still really great people think one fun part especially kelly admit speak lot love sign michael make pam meet meredith car,"['come', 'find', 'whistleblower', 'good_episode', 'super', 'funny', 'still', 'really', 'great', 'people', 'think', 'one', 'fun', 'part', 'especially', 'kelly', 'admit', 'speak', 'lot', 'love', 'sign', 'michael', 'make', 'pam', 'meet', 'meredith', 'car']"
832,6,26,9.0,zkonedog,5 July 2019,"In reviewing the sixth season of ""The Office"", there is good news and bad news: On the positive side, the season gave us such landmark episodes as ""Niagara Falls"" (Jim/Pam wedding) and ""The Arrival"" (Jim/Pam baby), easily in the top echelon of episodes in show history. On the flip side, though, the show also went through two separate little dry patches that produced some episodes that just didn't measure up well against earlier efforts.The theme of ""change"" runs at the core of the entire season. At the beginning, Dunder-Mifflin employees worry about the long-term stability of their company, then (about half way through the season), the company is actually bought out by Sabre, a printer company headed by Jo Bennett (guest star Kathy Bates), with the crew having to adjust to their new ownership. On a more personal level, the Jim/Pam relationship moves from one of flirtation & fun to more real-life undertones (marriage, parenting, etc.), while two characters (Andy Bernard and new receptionist Erin) become smitten with each other...only to provide some of the most awkwardly hilarious conversations/situations in show history!In terms of acting, the sixth season was on par with the previous installments. Steve Carrell as Michael Scott is still the glue that binds everything together, and the supporting cast keeps turning in hilarious performances when called upon. The introduction of the Andy/Erin romance was a breath of fresh air for the show, as its innocence harkens back to the early Jim/Pam seasons, but due to Andy's total and absolute goofiness, it takes forever (but in a good way!) for things to really get off the ground. About the only two things that got a little annoying were the continued Dwight/Angela battles that never seem to end, and Bates' new character, who doesn't seem to add much comedy to the show whatsoever.So, despite the fact that the episodes were a bit uneven in terms of overall quality/hilarity, I cannot drop this season below five stars due to the extraordinary content of the really good episodes. Basically, the season started off a bit slow, hit its stride during/after the Jim/Pam wedding, then leveled off again after the baby episode, only to limp to the finish line. Also, the final scene hints at the possible return of a fan-favorite character, which could easily rejuvenate the proceedings for the seventh season next fall.",9/12,review sixth season office good news bad news positive side season give landmark episode niagara falls jim_pam wedding arrival jim_pam baby easily top echelon episode show history flip side though show also two separate little dry patch produce episode measure well early effort theme change run core entire season beginning dunder_mifflin employee worry long term stability company half way season company actually buy sabre printer company head bennett guest star kathy bates crew adjust new ownership personal level jim_pam relationship move one flirtation fun real life undertone marriage parenting etc two character andy bernard new receptionist erin become smitten provide awkwardly hilarious conversation situation show history!in term acting sixth season par previous installment steve_carrell michael_scott still glue bind everything together support cast keep turn hilarious performance call upon introduction andy erin romance breath fresh air show innocence harken back early jim_pam season due andy total absolute goofiness take forever good way thing really get ground two thing get little annoying continued dwight angela battle never seem end bates new character seem add much comedy show whatsoever despite fact episode bit uneven term overall quality hilarity drop season five star due extraordinary content really good_episode basically season start bit slow hit stride jim_pam wedding level baby episode limp finish line also final scene hint possible return fan favorite character could easily rejuvenate proceeding seventh season next fall,"['review', 'sixth', 'season', 'office', 'good', 'news', 'bad', 'news', 'positive', 'side', 'season', 'give', 'landmark', 'episode', 'niagara', 'falls', 'jim_pam', 'wedding', 'arrival', 'jim_pam', 'baby', 'easily', 'top', 'echelon', 'episode', 'show', 'history', 'flip', 'side', 'though', 'show', 'also', 'two', 'separate', 'little', 'dry', 'patch', 'produce', 'episode', 'measure', 'well', 'early', 'effort', 'theme', 'change', 'run', 'core', 'entire', 'season', 'beginning', 'dunder_mifflin', 'employee', 'worry', 'long', 'term', 'stability', 'company', 'half', 'way', 'season', 'company', 'actually', 'buy', 'sabre', 'printer', 'company', 'head', 'bennett', 'guest', 'star', 'kathy', 'bates', 'crew', 'adjust', 'new', 'ownership', 'personal', 'level', 'jim_pam', 'relationship', 'move', 'one', 'flirtation', 'fun', 'real', 'life', 'undertone', 'marriage', 'parenting', 'etc', 'two', 'character', 'andy', 'bernard', 'new', 'receptionist', 'erin', 'become', 'smitten', 'provide', 'awkwardly', 'hilarious', 'conversation', 'situation', 'show', 'history!in', 'term', 'acting', 'sixth', 'season', 'par', 'previous', 'installment', 'steve_carrell', 'michael_scott', 'still', 'glue', 'bind', 'everything', 'together', 'support', 'cast', 'keep', 'turn', 'hilarious', 'performance', 'call', 'upon', 'introduction', 'andy', 'erin', 'romance', 'breath', 'fresh', 'air', 'show', 'innocence', 'harken', 'back', 'early', 'jim_pam', 'season', 'due', 'andy', 'total', 'absolute', 'goofiness', 'take', 'forever', 'good', 'way', 'thing', 'really', 'get', 'ground', 'two', 'thing', 'get', 'little', 'annoying', 'continued', 'dwight', 'angela', 'battle', 'never', 'seem', 'end', 'bates', 'new', 'character', 'seem', 'add', 'much', 'comedy', 'show', 'whatsoever', 'despite', 'fact', 'episode', 'bit', 'uneven', 'term', 'overall', 'quality', 'hilarity', 'drop', 'season', 'five', 'star', 'due', 'extraordinary', 'content', 'really', 'good_episode', 'basically', 'season', 'start', 'bit', 'slow', 'hit', 'stride', 'jim_pam', 'wedding', 'level', 'baby', 'episode', 'limp', 'finish', 'line', 'also', 'final', 'scene', 'hint', 'possible', 'return', 'fan', 'favorite', 'character', 'could', 'easily', 'rejuvenate', 'proceeding', 'seventh', 'season', 'next', 'fall']"
833,6,26,8.0,vivianla,10 January 2021,"The whole office gets their hard drives checked due to someone leaking to the press that printers have been on fire.Darryl admits to Michael he told a girl at a bar who works for a newspaper. Pam told a woman at day care who also works for a newspaper. Kelly comes to their meeting spot and says she talks all the time. Of course she mentioned this.Nick, the IT guy, says his farewell as he is leaving to work in Detroit with kids. No one got to know him. Dwight comes back at him saying he will be wasting his life as kids that age just watch porn and something else.Nick replies with what he found in everyone's computers - Darryl does have FB, Andy made a video and sent it to someone.",2/5,whole office get hard drive check due someone leak press printer fire darryl admit michael tell girl bar work newspaper pam tell woman day care also work newspaper kelly come meeting spot say talk time course mention nick guy say farewell leave work detroit kid one get know dwight come back say waste life kid age watch porn something else nick reply find everyone computer darryl andy make video send someone,"['whole', 'office', 'get', 'hard', 'drive', 'check', 'due', 'someone', 'leak', 'press', 'printer', 'fire', 'darryl', 'admit', 'michael', 'tell', 'girl', 'bar', 'work', 'newspaper', 'pam', 'tell', 'woman', 'day', 'care', 'also', 'work', 'newspaper', 'kelly', 'come', 'meeting', 'spot', 'say', 'talk', 'time', 'course', 'mention', 'nick', 'guy', 'say', 'farewell', 'leave', 'work', 'detroit', 'kid', 'one', 'get', 'know', 'dwight', 'come', 'back', 'say', 'waste', 'life', 'kid', 'age', 'watch', 'porn', 'something', 'else', 'nick', 'reply', 'find', 'everyone', 'computer', 'darryl', 'andy', 'make', 'video', 'send', 'someone']"
834,6,26,10.0,alanbourbeau24,13 June 2020,"Whenever I get myself into troubled situation at work, I think of this episode. And I ask myself this question, ""What would Michael do?"" Or better yet, ""What would Dwight do?""",6/16,whenever get troubled situation work think episode ask question would michael well yet would dwight,"['whenever', 'get', 'troubled', 'situation', 'work', 'think', 'episode', 'ask', 'question', 'would', 'michael', 'well', 'yet', 'would', 'dwight']"
835,6,26,7.0,kobedawson,31 January 2022,"This finale was boring and hardly funny at all. I liked the concept of the episode, it just felt like it was poorly executed in a bad or maybe even lazy way.",2/2,finale boring hardly funny like concept episode feel like poorly execute bad maybe even lazy way,"['finale', 'boring', 'hardly', 'funny', 'like', 'concept', 'episode', 'feel', 'like', 'poorly', 'execute', 'bad', 'maybe', 'even', 'lazy', 'way']"
836,6,26,6.0,nicolas-papoutsas,14 May 2020,"Worst season so far by a mile....So, disappointing!",8/24,bad season far mile .... disappointing,"['bad', 'season', 'far', 'mile', '....', 'disappointing']"
837,7,1,8.0,ComedyFan2010,23 January 2019,"Michael's nephew works for them and he is horrible.They made this nephew so annoying that by the end I was hating him. So seeing Michael spank him was not only funny but also feeling like justice was made. And now we will get to see Toby counselling Michael, wonderful.",7/11,michael nephew work horrible make nephew annoying end hate see michael spank funny also feel like justice make get see toby counselling michael wonderful,"['michael', 'nephew', 'work', 'horrible', 'make', 'nephew', 'annoying', 'end', 'hate', 'see', 'michael', 'spank', 'funny', 'also', 'feel', 'like', 'justice', 'make', 'get', 'see', 'toby', 'counselling', 'michael', 'wonderful']"
838,7,1,9.0,vivianla,10 January 2021,Michael has hired his half-sister's son named Luke as the assistant. Luke gets the wrong coffees for everyone and is not motivated.Dwight has bought the building and the Halperts have fun pranking him.Michael ends up spanking Luke on the butt for his bad behaviour. Luke runs out crying.,4/9,michael hire half sister son name luke assistant luke get wrong coffee everyone motivated dwight buy building halperts fun prank michael end spank luke butt bad behaviour luke run cry,"['michael', 'hire', 'half', 'sister', 'son', 'name', 'luke', 'assistant', 'luke', 'get', 'wrong', 'coffee', 'everyone', 'motivated', 'dwight', 'buy', 'building', 'halperts', 'fun', 'prank', 'michael', 'end', 'spank', 'luke', 'butt', 'bad', 'behaviour', 'luke', 'run', 'cry']"
839,7,1,9.0,guywthclss,26 September 2010,"Sure, there have been funnier episodes and there will also be funnier in the future. But the intro was classic and more than made up for anything lacking in this one. Frankly I have to get caught up and the new characters etc, from recent previous episodes, and I shall.All the cast is there... there writers are in place. I am certain the magic (Not Micheal's Magic) will make another season worthwhile for viewing.OK what is up with this 10 line minimum for the review. Who's idea was that??Here's the start of another great season of The Office and I look forward to them weekly!",40/49,sure funny episode also funny future intro classic make anything lack one frankly get catch new character etc recent previous episode shall cast writer place certain magic micheal magic make another season worthwhile view line minimum review idea that??here start another great season office look_forward weekly,"['sure', 'funny', 'episode', 'also', 'funny', 'future', 'intro', 'classic', 'make', 'anything', 'lack', 'one', 'frankly', 'get', 'catch', 'new', 'character', 'etc', 'recent', 'previous', 'episode', 'shall', 'cast', 'writer', 'place', 'certain', 'magic', 'micheal', 'magic', 'make', 'another', 'season', 'worthwhile', 'view', 'line', 'minimum', 'review', 'idea', 'that??here', 'start', 'another', 'great', 'season', 'office', 'look_forward', 'weekly']"
840,7,2,8.0,ComedyFan2010,23 January 2019,"Michael goes through counselling with Toby.The counselling of Michael and Toby was pretty fun especially with Michael making a mistake at the end. Pam finding a way to become office administrate or was also great. It will make some changes to her role now. But my favorite part was Dwight making the ""pretty woman"" on that store.",5/9,michael counselling toby counselling michael toby pretty fun especially michael make mistake end pam find way become office administrate also great make change role favorite part dwight make pretty woman store,"['michael', 'counselling', 'toby', 'counselling', 'michael', 'toby', 'pretty', 'fun', 'especially', 'michael', 'make', 'mistake', 'end', 'pam', 'find', 'way', 'become', 'office', 'administrate', 'also', 'great', 'make', 'change', 'role', 'favorite', 'part', 'dwight', 'make', 'pretty', 'woman', 'store']"
